date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:34:04	220112/220112	---M--	200	added ('OK')	image/jpeg	etag:%223ac24695560e28dcd5131723e7b97739%22	https://daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/56148b4b8924f1f620d590b6_cthulu_van_v2.jpg	D:/My%20Web%20Sites/3/mysite/daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/56148b4b8924f1f620d590b6_cthulu_van_v2.jpg	(from http://template-versus.webflow.io/)
22:34:05	11224/11224	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Oct%202021%2001:34:18%20GMT	http://template-versus.webflow.io/projects/music-app	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/projects/music-app.html	(from http://template-versus.webflow.io/)
22:34:05	35304/35304	---M--	200	added ('OK')	image/png	etag:%2256ad73ac61416399c8bf6846682b529c%22	https://daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/56148b65a38c7c456668150c_fan.png	D:/My%20Web%20Sites/3/mysite/daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/56148b65a38c7c456668150c_fan.png	(from http://template-versus.webflow.io/)
22:34:06	11718/11718	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Oct%202021%2001:34:19%20GMT	http://template-versus.webflow.io/projects/photo-app-icon	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/projects/photo-app-icon.html	(from http://template-versus.webflow.io/)
22:34:08	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sat,%2030%20Oct%202021%2001:34:20%20GMT	http://template-versus.webflow.io/projects/news-feed	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/projects/news-feed	(from http://template-versus.webflow.io/)
22:34:08	21470/21470	---M--	200	added ('OK')	image/png	etag:%22ac9f16874a274d70273030d54ce9e7c3%22	https://daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/5614744aa92a0f0d598789c0_dribbble.png	D:/My%20Web%20Sites/3/mysite/daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/5614744aa92a0f0d598789c0_dribbble.png	(from http://template-versus.webflow.io/)
22:34:08	628416/628416	---M--	200	added ('OK')	image/jpeg	etag:%2295688332d024012fdbf935b4ac99f9ff%22	https://daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/56148b8e8924f1f620d590bd_human.jpg	D:/My%20Web%20Sites/3/mysite/daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/56148b8e8924f1f620d590bd_human.jpg	(from http://template-versus.webflow.io/)
22:34:11	8262/8262	---M--	200	added ('OK')	image/png	etag:%2293d3908f713494cf871d567418046b52%22	https://daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/56148bc1a38c7c456668151a_sans_titre_-_17-01.png	D:/My%20Web%20Sites/3/mysite/daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/56148bc1a38c7c456668151a_sans_titre_-_17-01.png	(from http://template-versus.webflow.io/)
22:34:11	11459/11459	---M-Z	200	added ('OK')	text/html	date:Sat,%2030%20Oct%202021%2001:34:24%20GMT	http://template-versus.webflow.io/projects/photo-app	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/projects/photo-app.html	(from http://template-versus.webflow.io/)
22:34:11	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sat,%2030%20Oct%202021%2001:34:25%20GMT	http://template-versus.webflow.io/projects/flat-design	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/projects/flat-design	(from http://template-versus.webflow.io/)
22:34:11	59664/59664	---M--	200	added ('OK')	image/jpeg	etag:%22ff949d6bb51e88bd1e8072d709e513c4%22	https://daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/56148bf08924f1f620d590c2_astrav1.jpg	D:/My%20Web%20Sites/3/mysite/daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/56148bf08924f1f620d590c2_astrav1.jpg	(from http://template-versus.webflow.io/)
22:34:12	137969/137969	---M--	200	added ('OK')	image/jpeg	etag:%228c90183aec8cd27b2061d99b7b03b744%22	https://daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/56148c2e404247a362fcde2a_neighborhood.jpg	D:/My%20Web%20Sites/3/mysite/daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/56148c2e404247a362fcde2a_neighborhood.jpg	(from http://template-versus.webflow.io/)
22:34:12	85589/85589	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/2.2.0/jquery.min.js	D:/My%20Web%20Sites/3/mysite/ajax.googleapis.com/ajax/libs/jquery/2.2.0/jquery.min.js	(from http://template-versus.webflow.io/)
22:34:13	148810/148810	---M-Z	200	added ('OK')	text/javascript	etag:%2268abf3f8191a3e906226ed8c2295bda8%22	https://daks2k3a4ib2z.cloudfront.net/560f27977849849d0e1fee5c/js/webflow.57f4ffb2a.js	D:/My%20Web%20Sites/3/mysite/daks2k3a4ib2z.cloudfront.net/560f27977849849d0e1fee5c/js/webflow.57f4ffb2a.js	(from http://template-versus.webflow.io/)
22:34:20	93415/93415	---M--	200	added ('OK')	image/jpeg	etag:%2210fedb320bd18a4a78e306d1f795e515%22	http://uploads.webflow.com/560f27977849849d0e1fee5c/5614b716f91f1b0b7cb92ed4_fe4a5cbf.jpg	D:/My%20Web%20Sites/3/mysite/uploads.webflow.com/560f27977849849d0e1fee5c/5614b716f91f1b0b7cb92ed4_fe4a5cbf.jpg	(from https://daks2k3a4ib2z.cloudfront.net/560f27977849849d0e1fee5c/css/template-versus.webflow.4a4511927.css)
22:34:22	129060/129060	---M--	200	added ('OK')	image/jpeg	etag:%227dc64c058ea48a3a186baa8875e88b03%22	http://uploads.webflow.com/560f27977849849d0e1fee5c/5614b769e3d14ab63aa7a827_photo-1441716844725-09cedc13a4e7.jpg	D:/My%20Web%20Sites/3/mysite/uploads.webflow.com/560f27977849849d0e1fee5c/5614b769e3d14ab63aa7a827_photo-1441716844725-09cedc13a4e7.jpg	(from https://daks2k3a4ib2z.cloudfront.net/560f27977849849d0e1fee5c/css/template-versus.webflow.4a4511927.css)
22:34:22	3618/3618	---M--	200	added ('OK')	image/png	etag:%2216816fe6bf01abe1fec12aa0e42d17b0%22	https://d3e54v103j8qbb.cloudfront.net/img/example-bg.png	D:/My%20Web%20Sites/3/mysite/d3e54v103j8qbb.cloudfront.net/img/example-bg.png	(from https://daks2k3a4ib2z.cloudfront.net/560f27977849849d0e1fee5c/css/template-versus.webflow.4a4511927.css)
22:34:23	5211/5211	---M--	200	added ('OK')	image/jpeg	etag:%22f31e81556c6d6ef93532ce91b515423d%22	http://uploads.webflow.com/560f27977849849d0e1fee5c/56146952978774c311f33aab_128-25.jpg	D:/My%20Web%20Sites/3/mysite/uploads.webflow.com/560f27977849849d0e1fee5c/56146952978774c311f33aab_128-25.jpg	(from http://template-versus.webflow.io/about)
22:34:23	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sat,%2030%20Oct%202021%2001:34:36%20GMT	http://template-versus.webflow.io/categories/app	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/categories/app.1e.delayed	(from http://template-versus.webflow.io/projects/music-player)
22:34:23	6081/6081	---M--	200	added ('OK')	image/png	etag:%22a2f565ef72b8615419741fe21ef97662%22	https://daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/5614b861e5c769ea031871b2_just-laptop.png	D:/My%20Web%20Sites/3/mysite/daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/5614b861e5c769ea031871b2_just-laptop.png	(from http://template-versus.webflow.io/projects/music-player)
22:34:25	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sat,%2030%20Oct%202021%2001:34:38%20GMT	http://template-versus.webflow.io/categories/mobile-design	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/categories/mobile-design	(from http://template-versus.webflow.io/projects/console-app)
22:34:25	33033/33033	---M--	200	added ('OK')	image/png	etag:%22252d6fc895b1bb84a26bab044a659ae2%22	https://daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/5614b8b0b90f3cb23a0b1afa_flat-white.png	D:/My%20Web%20Sites/3/mysite/daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/5614b8b0b90f3cb23a0b1afa_flat-white.png	(from http://template-versus.webflow.io/projects/music-player)
22:34:26	20354/20354	---M--	200	added ('OK')	image/png	etag:%22b7764808af8f8f07bec91fd240cc91c4%22	https://daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/5614b8c9c5fa43eb03fcc1ad_All-devices.png	D:/My%20Web%20Sites/3/mysite/daks2k3a4ib2z.cloudfront.net/56104995fd4f22cf7e335ea0/5614b8c9c5fa43eb03fcc1ad_All-devices.png	(from http://template-versus.webflow.io/projects/console-app)
22:34:26	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sat,%2030%20Oct%202021%2001:34:40%20GMT	http://template-versus.webflow.io/projects/infographic	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/projects/infographic.html	(from http://template-versus.webflow.io/)
22:34:26	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sat,%2030%20Oct%202021%2001:34:40%20GMT	http://template-versus.webflow.io/categories/icon	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/categories/icon.23.delayed	(from http://template-versus.webflow.io/projects/photo-app-icon)
22:34:27	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sat,%2030%20Oct%202021%2001:34:40%20GMT	http://template-versus.webflow.io/projects/news-feed	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/projects/news-feed.html	(from http://template-versus.webflow.io/)
22:34:27	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sat,%2030%20Oct%202021%2001:34:40%20GMT	http://template-versus.webflow.io/projects/flat-design	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/projects/flat-design.html	(from http://template-versus.webflow.io/)
22:34:27	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sat,%2030%20Oct%202021%2001:34:40%20GMT	http://template-versus.webflow.io/categories/mobile-design	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/categories/mobile-design.html	(from http://template-versus.webflow.io/projects/console-app)
22:34:27	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sat,%2030%20Oct%202021%2001:34:40%20GMT	http://template-versus.webflow.io/projects/infographic	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/projects/infographic.html	(from http://template-versus.webflow.io/)
22:34:27	0/-1	---M--	504	error ('')			http://template-versus.webflow.io/categories/app	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/categories/app.html	(from http://template-versus.webflow.io/projects/music-player)
22:34:27	0/-1	---M--	504	error ('')			http://template-versus.webflow.io/categories/icon	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/categories/icon.html	(from http://template-versus.webflow.io/projects/photo-app-icon)
22:34:27	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sat,%2030%20Oct%202021%2001:34:41%20GMT	http://template-versus.webflow.io/projects/news-feed	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/projects/news-feed.html	(from http://template-versus.webflow.io/)
22:34:28	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sat,%2030%20Oct%202021%2001:34:41%20GMT	http://template-versus.webflow.io/categories/mobile-design	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/categories/mobile-design.html	(from http://template-versus.webflow.io/projects/console-app)
22:34:28	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sat,%2030%20Oct%202021%2001:34:41%20GMT	http://template-versus.webflow.io/projects/flat-design	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/projects/flat-design.html	(from http://template-versus.webflow.io/)
22:34:28	0/-1	---M--	504	error ('')			http://template-versus.webflow.io/categories/app	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/categories/app.html	(from http://template-versus.webflow.io/projects/music-player)
22:34:28	0/-1	---M--	504	error ('')			http://template-versus.webflow.io/categories/icon	D:/My%20Web%20Sites/3/mysite/template-versus.webflow.io/categories/icon.html	(from http://template-versus.webflow.io/projects/photo-app-icon)
